Plant,Date,Method ,Harvest_Site,Boat,bait,small,med,large
Sea Life,10-Jun-18,1,The Patch,Sealife II,,,12.6,
Sea Life,10-Jun-18,1,The Patch,Sealife II,,,13.6,
Sea Life,10-Jun-18,1,The Patch,Sealife II,,,13.6,
Sea Life,11-Jun-18,1,Scot's Bay,Lady Janice,3,,,
Sea Life,11-Jun-18,1,Scot's Bay,Lady Janice,4,,,
Sea Life,11-Jun-18,1,Scot's Bay,Lady Janice,2.8,,,
Sea Life,11-Jun-18,1,Scot's Bay,Lady Janice,5.2,,,
Sea Life,11-Jun-18,1,The Patch,Lady Melissa/Sealife II,13.6,,,
Sea Life,11-Jun-18,1,The Patch,Lady Melissa/Sealife II,13,,,
Sea Life,11-Jun-18,1,The Patch,Lady Melissa/Sealife II,16,,,
Sea Life,11-Jun-18,1,The Patch,Lady Melissa/Sealife II,12,,,
Sea Life,11-Jun-18,1,Scot's Bay,Lady Janice,,5,,
Sea Life,11-Jun-18,1,Scot's Bay,Lady Janice,,3.2,,
Sea Life,11-Jun-18,1,Scot's Bay,Lady Janice,,5.2,,
Sea Life,11-Jun-18,1,Scot's Bay,Lady Janice,,2.2,,
Sea Life,11-Jun-18,1,Scot's Bay,Lady Janice,,3.4,,
Sea Life,11-Jun-18,1,Scot's Bay,Lady Janice,,2.6,,
Sea Life,11-Jun-18,1,Scot's Bay,Lady Janice,,2.2,,
Sea Life,11-Jun-18,1,Scot's Bay,Lady Janice,,5.4,,
Sea Life,11-Jun-18,1,Scot's Bay,Lady Janice,,3.4,,
Sea Life,11-Jun-18,1,Scot's Bay,Lady Janice,,3,,
Sea Life,11-Jun-18,1,Scot's Bay,Lady Janice,,2.6,,
Sea Life,11-Jun-18,1,Scot's Bay,Lady Janice,,5.2,,
Sea Life,12-Jun-18,1,The Patch,Lady Melissa,,15.8,,
Sea Life,12-Jun-18,1,The Patch,Lady Melissa,,,14,
Sea Life,12-Jun-18,1,The Patch,Lady Melissa,,,10,
Sea Life,12-Jun-18,1,The Patch,Lady Melissa,,,12.4,
Sea Life,12-Jun-18,1,The Patch,Sealife II,,11.6,,
Sea Life,12-Jun-18,1,The Patch,Sealife II,,,12.2,
Sea Life,12-Jun-18,1,The Patch,Sealife II,,,11,
Sea Life,12-Jun-18,1,The Patch,Sealife II,,,14.8,
Sea Life,12-Jun-18,1,The Patch,Sealife II,,,14.4,
Sea Life,12-Jun-18,1,The Patch,Sealife II,,,13.8,
Sea Life,12-Jun-18,1,The Patch,Sealife II,,,13.4,
Sea Life,12-Jun-18,1,The Patch,Sealife II,,,12,
Sea Life,12-Jun-18,1,The Patch,Lady Melissa,13.4,,,
Sea Life,12-Jun-18,1,The Patch,Lady Melissa,11.6,,,
Sea Life,12-Jun-18,1,The Patch,Lady Melissa,13.8,,,
Sea Life,12-Jun-18,1,The Patch,Lady Melissa,11.6,,,
Sea Life,18-Jun-18,1,The Patch,Sealife II,,14,,
Sea Life,18-Jun-18,1,The Patch,Sealife II,,17.2,,
Sea Life,18-Jun-18,1,The Patch,Sealife II,,12.4,,
Sea Life,18-Jun-18,1,The Patch,Sealife II,,11.8,,
Sea Life,18-Jun-18,1,The Patch,Sealife II,,15.2,,
Sea Life,18-Jun-18,1,The Patch,Sealife II,,,17.6,
Sea Life,18-Jun-18,1,The Patch,Sealife II,,,12.6,
Sea Life,18-Jun-18,1,The Patch,Sealife II,,,14.6,
Sea Life,18-Jun-18,1,The Patch,Sealife II,,,14.6,
Sea Life,18-Jun-18,1,The Patch,Sealife II,,,11.2,
Sea Life,18-Jun-18,1,The Patch,Sealife II,,,13.4,
Sea Life,18-Jun-18,1,The Patch,Sealife II,,,9.4,
Sea Life,18-Jun-18,1,The Patch,Sealife II,14.6,,,
Sea Life,18-Jun-18,1,The Patch,Sealife II,13,,,
Sea Life,18-Jun-18,1,The Patch,Sealife II,14,,,
Sea Life,18-Jun-18,1,The Patch,Sealife II,13.6,,,
Sea Life,25-Jun-18,1,Scot's Bay,Lady Janice,,6.2,,
Sea Life,25-Jun-18,1,Scot's Bay,Lady Janice,,1.4,,
Sea Life,25-Jun-18,1,Scot's Bay,Lady Janice,,5,,
Sea Life,25-Jun-18,1,Scot's Bay,Lady Janice,,1.8,,
Sea Life,25-Jun-18,1,Scot's Bay,Lady Melissa,,6,,
Sea Life,25-Jun-18,1,Scot's Bay,Lady Melissa,,3.6,,
Sea Life,25-Jun-18,1,Scot's Bay,Lady Melissa,,,7.8,
Sea Life,25-Jun-18,1,Scot's Bay,Lady Melissa,,,7.8,
Sea Life,25-Jun-18,1,Scot's Bay,Sealife II,,9.6,,
Sea Life,25-Jun-18,1,Scot's Bay,Lady Janice,,3.8,,
Sea Life,25-Jun-18,1,Scot's Bay,Lady Janice,,5.4,,
Sea Life,25-Jun-18,1,Scot's Bay,Lady Janice,,,6.6,
Sea Life,26-Jun-18,1,Scot's Bay,Sealife II,,8.2,,
Sea Life,26-Jun-18,1,Scot's Bay,Sealife II,,5.2,,
Sea Life,26-Jun-18,1,Scot's Bay,Sealife II,,88.2,,
Sea Life,26-Jun-18,1,Scot's Bay,Sealife II,,7.6,,
Sea Life,26-Jun-18,1,Scot's Bay,Sealife II,,4.4,,
Sea Life,26-Jun-18,1,Scot's Bay,Sealife II,,9.6,,
Sea Life,26-Jun-18,1,Scot's Bay,Sealife II,,,6.4,
Sea Life,26-Jun-18,1,Scot's Bay,Sealife II,,,3.6,
Sea Life,26-Jun-18,1,Scot's Bay,Lady Melissa,,8.4,,
Sea Life,26-Jun-18,1,Scot's Bay,Lady Melissa,,3.6,,
Sea Life,26-Jun-18,1,Scot's Bay,Lady Melissa,,4.4,,
Sea Life,26-Jun-18,1,Scot's Bay,Lady Melissa,,3.6,,
Sea Life,27-Jun-18,1,Connor's Weir,Andrew and Dean,11.6,,,
Sea Life,27-Jun-18,1,Connor's Weir,Andrew and Dean,4.8,,,
Sea Life,27-Jun-18,1,Connor's Weir,Andrew and Dean,7.2,,,
Sea Life,27-Jun-18,1,Connor's Weir,Andrew and Dean,5.2,,,
Sea Life,27-Jun-18,1,Connor's Weir,Andrew and Dean,7.6,,,
Sea Life,27-Jun-18,1,Connor's Weir,Andrew and Dean,8.2,,,
Sea Life,27-Jun-18,1,Connor's Weir,Andrew and Dean,9.4,,,
Sea Life,27-Jun-18,1,Connor's Weir,Andrew and Dean,8.2,,,
Sea Life,28-Jun-18,1,Prong,Lady Melissa,9.8,,,
Sea Life,28-Jun-18,1,Prong,Lady Melissa,10.2,,,
Sea Life,28-Jun-18,1,Prong,Lady Melissa,10.2,,,
Sea Life,28-Jun-18,1,Prong,Lady Melissa,12.2,,,
Sea Life,28-Jun-18,1,Prong,Lady Janice,13.8,,,
Sea Life,28-Jun-18,1,Prong,Lady Melissa,12.2,,,
Sea Life,28-Jun-18,1,Prong,Lady Melissa,13.8,,,
Sea Life,28-Jun-18,1,Prong,Lady Melissa,13.2,,,
Sea Life,28-Jun-18,1,Prong,Sealife II/Lady Janice,11.6,,,
Sea Life,28-Jun-18,1,Prong,Sealife II/Lady Janice,11.6,,,
Sea Life,28-Jun-18,1,Prong,Sealife II/Lady Janice,9.8,,,
Sea Life,28-Jun-18,1,Prong,Sealife II/Lady Janice,5.6,,,
Sea Life,30-Jun-18,1,Connor's Weir,Senator Neil,10.6,,,
Sea Life,30-Jun-18,1,Connor's Weir,Senator Neil,7.2,,,
Sea Life,30-Jun-18,1,Connor's Weir,Senator Neil,10.8,,,
Sea Life,30-Jun-18,1,Connor's Weir,Senator Neil,12.6,,,
Sea Life,30-Jun-18,1,Prong,Lady Janice,10.2,,,
Sea Life,30-Jun-18,1,Prong,Lady Janice,15,,,
Sea Life,30-Jun-18,1,Prong,Lady Janice,13.8,,,
Sea Life,30-Jun-18,1,Prong,Lady Janice,12.4,,,
Sea Life,30-Jun-18,1,Prong,Lady Janice,13.2,,,
Sea Life,30-Jun-18,1,Prong,Lady Janice,11.2,,,
Sea Life,30-Jun-18,1,Prong,Lady Janice,14,,,
Sea Life,30-Jun-18,1,Prong,Lady Janice,10.4,,,
Sea Life,10-Jul-18,1,Scot's Bay,Lady Melissa,,3.6,,
Sea Life,10-Jul-18,1,Scot's Bay,Lady Melissa,,11.6,,
Sea Life,10-Jul-18,1,Scot's Bay,Lady Melissa,,11.2,,
Sea Life,10-Jul-18,1,Scot's Bay,Lady Melissa,,7.4,,
Sea Life,10-Jul-18,1,Scot's Bay,Lady Janice,,8.8,,
Sea Life,10-Jul-18,1,Scot's Bay,Lady Melissa,,8.6,,
Sea Life,10-Jul-18,1,Scot's Bay,Lady Melissa,,3.6,,
Sea Life,10-Jul-18,1,Scot's Bay,Lady Melissa,,,6.4,
Sea Life,10-Jul-18,1,Scot's Bay,Sealife II,,6.4,,
Sea Life,10-Jul-18,1,Scot's Bay,Lady Melissa,,4.2,,
Sea Life,10-Jul-18,1,Scot's Bay,Lady Melissa,,8,,
Sea Life,10-Jul-18,1,Scot's Bay,Lady Melissa,,8.6,,
Sea Life,10-Jul-18,1,Scot's Bay,Lady Melissa,8.4,,,
Sea Life,10-Jul-18,1,Scot's Bay,Lady Melissa,8,,,
Sea Life,10-Jul-18,1,Scot's Bay,Lady Melissa,10.4,,,
Sea Life,10-Jul-18,1,Scot's Bay,Lady Melissa,11.8,,,
Sea Life,10-Jul-18,1,Scot's Bay,Lady Janice,12.4,,,
Sea Life,10-Jul-18,1,Scot's Bay,Lady Janice,9.4,,,
Sea Life,10-Jul-18,1,Scot's Bay,Lady Janice,8.2,,,
Sea Life,10-Jul-18,1,Scot's Bay,Lady Janice,10.2,,,
Sea Life,10-Jul-18,1,Scot's Bay,Sealife II/Lady Janice,9.2,,,
Sea Life,10-Jul-18,1,Scot's Bay,Sealife II/Lady Janice,7.4,,,
Sea Life,10-Jul-18,1,Scot's Bay,Sealife II/Lady Janice,9,,,
Sea Life,10-Jul-18,1,Scot's Bay,Sealife II/Lady Janice,5.8,,,
Sea Life,12-Jul-18,1,Connor's Weir,Caroline B,12.8,,,
Sea Life,12-Jul-18,1,Connor's Weir,Caroline B,5.2,,,
Sea Life,12-Jul-18,1,Connor's Weir,Caroline B,13,,,
Sea Life,12-Jul-18,1,Connor's Weir,Caroline B,8,,,
Sea Life,12-Jul-18,1,Connor's Weir,Caroline B,5.8,,,
Sea Life,12-Jul-18,1,Connor's Weir,Caroline B,9.4,,,
Sea Life,12-Jul-18,1,Connor's Weir,Caroline B,7.8,,,
Sea Life,12-Jul-18,1,Connor's Weir,Caroline B,4.4,,,
Sea Life,12-Jul-18,1,Connor's Weir,Caroline B,11.4,,,
Sea Life,12-Jul-18,1,Connor's Weir,Caroline B,12.8,,,
Sea Life,12-Jul-18,1,Connor's Weir,Caroline B,10,,,
Sea Life,12-Jul-18,1,Connor's Weir,Caroline B,8.2,,,
Sea Life,13-Jul-18,1,Grand Manan,Sealife II,9.4,,,
Sea Life,13-Jul-18,1,Grand Manan,Sealife II,13,,,
Sea Life,13-Jul-18,1,Grand Manan,Sealife II,9.6,,,
Sea Life,13-Jul-18,1,Grand Manan,Sealife II,9,,,
Sea Life,13-Jul-18,1,Grand Manan,Sealife II,12.2,,,
Sea Life,13-Jul-18,1,Grand Manan,Sealife II,16.6,,,
Sea Life,13-Jul-18,1,Grand Manan,Sealife II,11.8,,,
Sea Life,13-Jul-18,1,Grand Manan,Sealife II,13.6,,,
Sea Life,13-Jul-18,1,Grand Manan,Sealife II,9.4,,,
Sea Life,13-Jul-18,1,Grand Manan,Sealife II,10,,,
Sea Life,13-Jul-18,1,Grand Manan,Sealife II,14,,,
Sea Life,13-Jul-18,1,Grand Manan,Sealife II,9,,,
Sea Life,16-Jul-18,1,Grand Manan,Lady Janice,9.6,,,
Sea Life,16-Jul-18,1,Grand Manan,Lady Janice,14.4,,,
Sea Life,16-Jul-18,1,Grand Manan,Lady Janice,11.6,,,
Sea Life,16-Jul-18,1,Grand Manan,Lady Janice,10.6,,,
Sea Life,16-Jul-18,1,Grand Manan,Lady Melissa,11.4,,,
Sea Life,16-Jul-18,1,Grand Manan,Lady Melissa,10,,,
Sea Life,16-Jul-18,1,Grand Manan,Lady Melissa,9.6,,,
Sea Life,16-Jul-18,1,Grand Manan,Lady Melissa,10.2,,,
Sea Life,16-Jul-18,1,Grand Manan,Sealife II,11.8,,,
Sea Life,16-Jul-18,1,Grand Manan,Sealife II,12.2,,,
Sea Life,16-Jul-18,1,Grand Manan,Sealife II,9.4,,,
Sea Life,16-Jul-18,1,Grand Manan,Sealife II,11,,,
Sea Life,17-Jul-18,1,Connor's Weir,Silver King,9.2,,,
Sea Life,17-Jul-18,1,Connor's Weir,Silver King,10.6,,,
Sea Life,17-Jul-18,1,Connor's Weir,Silver King,7.4,,,
Sea Life,17-Jul-18,1,Connor's Weir,Silver King,6.6,,,
Sea Life,17-Jul-18,1,Connor's Weir,Silver King,10.4,,,
Sea Life,17-Jul-18,1,Connor's Weir,Silver King,8.4,,,
Sea Life,17-Jul-18,1,Connor's Weir,Silver King,9,,,
Sea Life,17-Jul-18,1,Connor's Weir,Silver King,7.6,,,
Sea Life,17-Jul-18,1,Connor's Weir,Silver King,14,,,
Sea Life,17-Jul-18,1,Connor's Weir,Silver King,9.6,,,
Sea Life,17-Jul-18,1,Connor's Weir,Silver King,13,,,
Sea Life,17-Jul-18,1,Connor's Weir,Silver King,12.4,,,
Sea Life,17-Jul-18,1,Connor's Weir,Silver King,,,,
Sea Life,23-Jul-18,1,Scot's Bay,Lady Janice,,11.6,,
Sea Life,23-Jul-18,1,Scot's Bay,Lady Janice,,9,,
Sea Life,23-Jul-18,1,Scot's Bay,Lady Janice,,7.4,,
Sea Life,23-Jul-18,1,Scot's Bay,Lady Janice,,10.4,,
Sea Life,23-Jul-18,1,Scot's Bay,Lady Janice,,12.4,,
Sea Life,23-Jul-18,1,Scot's Bay,Lady Janice,,6,,
Sea Life,23-Jul-18,1,Scot's Bay,Lady Janice,,11,,
Sea Life,23-Jul-18,1,Scot's Bay,Lady Janice,,10,,
Sea Life,23-Jul-18,1,Scot's Bay,Lady Janice,,5.6,,
Sea Life,23-Jul-18,1,Scot's Bay,Lady Janice,,,6.4,
Sea Life,23-Jul-18,1,Scot's Bay,Lady Janice,,,7.2,
Sea Life,23-Jul-18,1,Scot's Bay,Lady Janice,,,5.8,
Sea Life,23-Jul-18,1,Scot's Bay,Lady Janice,6.2,,,
Sea Life,23-Jul-18,1,Scot's Bay,Lady Janice,9.6,,,
Sea Life,23-Jul-18,1,Scot's Bay,Lady Janice,7.6,,,
Sea Life,23-Jul-18,1,Scot's Bay,Lady Janice,9.8,,,
Sea Life,23-Jul-18,1,Scot's Bay,Lady Janice,7.2,,,
Sea Life,23-Jul-18,1,Scot's Bay,Lady Janice,9,,,
Sea Life,23-Jul-18,1,Scot's Bay,Lady Janice,9.2,,,
Sea Life,23-Jul-18,1,Scot's Bay,Lady Janice,10.4,,,
Sea Life,23-Jul-18,1,Connor's Weir,Andrew and Dean,7.6,,,
Sea Life,23-Jul-18,1,Connor's Weir,Andrew and Dean,7.4,,,
Sea Life,23-Jul-18,1,Connor's Weir,Andrew and Dean,13.8,,,
Sea Life,23-Jul-18,1,Connor's Weir,Andrew and Dean,11.6,,,
Sea Life,23-Jul-18,1,Connor's Weir,Andrew and Dean,14,,,
Sea Life,23-Jul-18,1,Connor's Weir,Andrew and Dean,17.4,,,
Sea Life,23-Jul-18,1,Connor's Weir,Andrew and Dean,14,,,
Sea Life,23-Jul-18,1,Connor's Weir,Andrew and Dean,11.6,,,
Sea Life,24-Jul-18,1,Connor's Weir,Capelco,11.6,,,
Sea Life,24-Jul-18,1,Connor's Weir,Capelco,15.2,,,
Sea Life,24-Jul-18,1,Connor's Weir,Capelco,11.8,,,
Sea Life,24-Jul-18,1,Connor's Weir,Capelco,14.6,,,
Sea Life,24-Jul-18,1,Connor's Weir,Capelco,12,,,
Sea Life,24-Jul-18,1,Connor's Weir,Capelco,10.2,,,
Sea Life,24-Jul-18,1,Connor's Weir,Capelco,14.2,,,
Sea Life,24-Jul-18,1,Connor's Weir,Capelco,13.4,,,
Sea Life,24-Jul-18,1,Connor's Weir,Capelco,8,,,
Sea Life,24-Jul-18,1,Connor's Weir,Capelco,10,,,
Sea Life,24-Jul-18,1,Connor's Weir,Capelco,10.2,,,
Sea Life,24-Jul-18,1,Connor's Weir,Capelco,7,,,
Sea Life,24-Jul-18,1,Scot's Bay,Sealife,,7,,
Sea Life,24-Jul-18,1,Scot's Bay,Sealife,,7.2,,
Sea Life,24-Jul-18,1,Scot's Bay,Sealife,,9.6,,
Sea Life,24-Jul-18,1,Scot's Bay,Sealife,,4.4,,
Sea Life,24-Jul-18,1,Scot's Bay,Sealife,,8,,
Sea Life,24-Jul-18,1,Scot's Bay,Sealife,,5.6,,
Sea Life,24-Jul-18,1,Scot's Bay,Sealife,,6.4,,
Sea Life,24-Jul-18,1,Scot's Bay,Sealife,,,8,
Sea Life,24-Jul-18,1,Scot's Bay,Lady Janice,,2.4,,
Sea Life,24-Jul-18,1,Scot's Bay,Capelco,,6.2,,
Sea Life,24-Jul-18,1,Scot's Bay,Capelco,,3.2,,
Sea Life,24-Jul-18,1,Scot's Bay,Capelco,,5.6,,
Sea Life,25-Jul-18,1,Connor's Weir,Senator Neil,8.8,,,
Sea Life,25-Jul-18,1,Connor's Weir,Senator Neil,5.4,,,
Sea Life,25-Jul-18,1,Connor's Weir,Senator Neil,9.4,,,
Sea Life,25-Jul-18,1,Connor's Weir,Senator Neil,9,,,
Sea Life,25-Jul-18,1,Grand Manan,Lady Janice,7.4,,,
Sea Life,25-Jul-18,1,Grand Manan,Lady Janice,12.4,,,
Sea Life,25-Jul-18,1,Grand Manan,Lady Janice,10,,,
Sea Life,25-Jul-18,1,Grand Manan,Lady Janice,13.2,,,
Sea Life,25-Jul-18,1,Grand Manan,Sealife,11,,,
Sea Life,25-Jul-18,1,Grand Manan,Sealife,12.2,,,
Sea Life,25-Jul-18,1,Grand Manan,Sealife,13.8,,,
Sea Life,25-Jul-18,1,Grand Manan,Sealife,11.6,,,
Sea Life,25-Jul-18,1,Grand Manan,Sealife,14.6,,,
Sea Life,25-Jul-18,1,Grand Manan,Sealife,14.2,,,
Sea Life,25-Jul-18,1,Grand Manan,Sealife,11.6,,,
Sea Life,25-Jul-18,1,Grand Manan,Sealife,10,,,
Sea Life,27-Jul-18,1,Connor's Weir,Stratburne,11.4,,,
Sea Life,27-Jul-18,1,Connor's Weir,Stratburne,12,,,
Sea Life,27-Jul-18,1,Connor's Weir,Stratburne,17,,,
Sea Life,27-Jul-18,1,Connor's Weir,Stratburne,11.8,,,
Sea Life,27-Jul-18,1,Connor's Weir,Stratburne,15.2,,,
Sea Life,27-Jul-18,1,Connor's Weir,Stratburne,12.8,,,
Sea Life,27-Jul-18,1,Connor's Weir,Stratburne,13.2,,,
Sea Life,27-Jul-18,1,Connor's Weir,Stratburne,12.4,,,
Sea Life,27-Jul-18,1,Connor's Weir,Stratburne,13,,,
Sea Life,27-Jul-18,1,Connor's Weir,Stratburne,14.2,,,
Sea Life,27-Jul-18,1,Connor's Weir,Stratburne,13.4,,,
Sea Life,27-Jul-18,1,Connor's Weir,Stratburne,12.6,,,
Sea Life,28-Jul-18,1,Connor's Weir,Stratburne,13.6,,,
Sea Life,28-Jul-18,1,Connor's Weir,Stratburne,12.6,,,
Sea Life,28-Jul-18,1,Connor's Weir,Stratburne,13.4,,,
Sea Life,28-Jul-18,1,Connor's Weir,Stratburne,13.6,,,
Sea Life,28-Jul-18,1,Connor's Weir,Stratburne,13.8,,,
Sea Life,28-Jul-18,1,Connor's Weir,Stratburne,12.4,,,
Sea Life,28-Jul-18,1,Connor's Weir,Stratburne,13.6,,,
Sea Life,28-Jul-18,1,Connor's Weir,Stratburne,13,,,
Sea Life,28-Jul-18,1,Connor's Weir,Stratburne,17.2,,,
Sea Life,28-Jul-18,1,Connor's Weir,Stratburne,12.4,,,
Sea Life,28-Jul-18,1,Connor's Weir,Stratburne,15,,,
Sea Life,28-Jul-18,1,Connor's Weir,Stratburne,8,,,
Sea Life,30-Jul-18,1,Connor's Weir,Capelco,16.4,,,
Sea Life,30-Jul-18,1,Connor's Weir,Capelco,14.6,,,
